"schoolid" "id" "name" "type" "black09" "size09" "lep09" "lowinc09" "rwarnp" "rbelowp" "rmeetp" "rexceedp" "mwarnp" "mbelowp" "mmeetp" "mexceedp" "school" "state" "charter" "magnet" "latitude" "longitude" "schoolid2" "agencyid" "congress" "grade4" "county"
"775" "1501629902305" "150162990252305" "Lafayette Elem School            " "02" 36.4 577 18.4 89.7 2.1 56.3 39.6 2.1 4.2 33.3 47.9 14.6 "LAFAYETTE ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.899491 -87.695039 "*1501629902305" "15-016-2990-25" 1704 "1-Yes" "COOK COUNTY"
"776" "1501629902306" "150162990252306" "LaSalle Elem Language Academy    " "02" 27.4 529 9.9 17.8 0 6.3 32.8 60.9 0 3.1 40.6 56.3 "LASALLE ELEM LANGUAGE ACADEMY" "Illinois" "2-No" "1-Yes" 41.913309 -87.637564 "*1501629902306" "15-016-2990-25" 1705 "1-Yes" "COOK COUNTY"
"777" "1501629902307" "150162990252307" "Lathrop Elem School              " "02" 99.4 284 0.6 86.5 11.1 66.7 22.2 0 0 66.7 33.3 0 "LATHROP ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.861309 -87.709386 "*1501629902307" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"778" "1501629902309" "150162990252309" "Lawndale Elem Community Academy  " "02" 99.7 527 0.5 93.5 6.7 45 48.3 0 1.7 30.5 64.4 3.4 "LAWNDALE ELEM COMMUNITY ACADEMY" "Illinois" "2-No" "2-No" 41.86297 -87.713 "*1501629902309" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"779" "1501629902311" "150162990252311" "Lewis Elem School                " "02" 86.2 753 6.5 92.4 2.5 53.2 43 1.3 3.8 44.3 51.9 0 "LEWIS ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.907035 -87.754319 "*1501629902311" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"780" "1501629902313" "150162990252313" "Libby Elem School                " "02" 92.7 528 4.9 96.7 15.2 45.7 39.1 0 8.7 50 41.3 0 "LIBBY ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.797507 -87.659906 "*1501629902313" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"781" "1501629902314" "150162990252314" "Lincoln Elem School              " "02" 17.3 611 7.6 13.4 1.3 9 21.8 67.9 0 2.6 34.6 62.8 "LINCOLN ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.92447 -87.644257 "*1501629902314" "15-016-2990-25" 1705 "1-Yes" "COOK COUNTY"
"782" "1501629902315" "150162990252315" "Linne Elem School                " "02" 1.7 603 25.2 88.6 0 37.5 41.7 20.8 1.4 19.2 61.6 17.8 "LINNE ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.940396 -87.702278 "*1501629902315" "15-016-2990-25" 1704 "1-Yes" "COOK COUNTY"
"783" "1501629902316" "150162990252316" "Lloyd Elem School                " "02" 5.1 968 52.2 86.9 2.4 44.4 43.2 10.1 1.7 17.8 68.3 12.2 "LLOYD ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.919102 -87.747419 "*1501629902316" "15-016-2990-25" 1704 "1-Yes" "COOK COUNTY"
"784" "1501629902317" "150162990252317" "Locke, J Elem School             " "02" 2.1 959 28.4 84 0.8 36.2 51.2 11.8 1.5 13.7 70.2 14.5 "LOCKE  J ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.931639 -87.795942 "*1501629902317" "15-016-2990-25" 1704 "1-Yes" "COOK COUNTY"
"785" "1501629902319" "150162990252319" "Lovett Elem School               " "02" 89.9 474 4.3 90.3 7.1 51.4 30 11.4 7.1 32.9 58.6 1.4 "LOVETT ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.91241 -87.784198 "*1501629902319" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"786" "1501629902321" "150162990252321" "Lowell Elem School               " "02" 26.2 706 21.3 97.5 13 51.9 31.5 3.7 3.6 35.7 53.6 7.1 "LOWELL ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.906569 -87.709853 "*1501629902321" "15-016-2990-25" 1704 "1-Yes" "COOK COUNTY"
"787" "1501629902322" "150162990252322" "Lawrence Elem School             " "02" 98.5 432 0.4 88.8 6.4 55.3 36.2 2.1 8.5 42.6 46.8 2.1 "LAWRENCE ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.714418 -87.567348 "*1501629902322" "15-016-2990-25" 1702 "1-Yes" "COOK COUNTY"
"788" "1501629902323" "150162990252323" "Lyon Elem School                 " "02" 1.6 951 32.3 94.3 3.5 27.5 47.9 21.1 0.7 12.7 60.6 26.1 "LYON ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.933732 -87.776308 "*1501629902323" "15-016-2990-25" 1704 "1-Yes" "COOK COUNTY"
"789" "1501629902324" "150162990252324" "Madison Elem School              " "02" 99.6 405 0.2 96.2 2.6 55.3 36.8 5.3 7.7 33.3 56.4 2.6 "MADISON ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.759948 -87.59055 "*1501629902324" "15-016-2990-25" 1701 "1-Yes" "COOK COUNTY"
"790" "1501629902326" "150162990252326" "Manierre Elem School             " "02" 99.4 465 0.6 98 0 38.5 56.4 5.1 0 28.2 61.5 10.3 "MANIERRE ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.907821 -87.640143 "*1501629902326" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"791" "1501629902328" "150162990252328" "Mann Elem School                 " "02" 99.1 610 0.6 88 2.8 45.1 45.1 7 11.4 20 64.3 4.3 "MANN ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.748721 -87.574958 "*1501629902328" "15-016-2990-25" 1702 "1-Yes" "COOK COUNTY"
"792" "1501629902329" "150162990252329" "Marconi Elem Community Academy   " "02" 99.6 237 0 98.2 7.1 50 32.1 10.7 3.6 32.1 57.1 7.1 "MARCONI ELEM COMMUNITY ACADEMY" "Illinois" "2-No" "2-No" 41.883986 -87.739406 "*1501629902329" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"793" "1501629902330" "150162990252330" "Marquette Elem School            " "02" 44.7 1019 24.4 93.5 2 51.7 44.4 2 1.3 28.9 65.8 3.9 "MARQUETTE ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.774222 -87.697245 "*1501629902330" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"794" "1501629902331" "150162990252331" "Marsh Elem School                " "02" 7.3 775 22.4 86.5 1.3 32.1 53.8 12.8 0 13.8 73.8 12.5 "MARSH ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.716913 -87.553321 "*1501629902331" "15-016-2990-25" 1702 "1-Yes" "COOK COUNTY"
"795" "1501629902334" "150162990252334" "Mason Elem School                " "02" 98.6 512 0.4 87 4.4 20 62.2 13.3 2.2 13.3 75.6 8.9 "MASON ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.856529 -87.730639 "*1501629902334" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"796" "1501629902336" "150162990252336" "May Elem Community Academy       " "02" 98.8 552 0.2 92.3 1.9 51.9 38.5 7.7 7.7 34.6 50 7.7 "MAY ELEM COMMUNITY ACADEMY" "Illinois" "2-No" "2-No" 41.889837 -87.750367 "*1501629902336" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"797" "1501629902337" "150162990252337" "Mayer Elem School                " "02" 47.4 531 2.8 60.1 5 32.5 50 12.5 2.5 20 60 17.5 "MAYER ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.922985 -87.65745 "*1501629902337" "15-016-2990-25" 1705 "1-Yes" "COOK COUNTY"
"798" "1501629902338" "150162990252338" "Mayo Elem School                 " "02" 99.8 439 0 93.8 7.9 47.6 31.7 12.7 4.8 23.8 65.1 6.3 "MAYO ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.827122 -87.619834 "*1501629902338" "15-016-2990-25" 1701 "1-Yes" "COOK COUNTY"
"799" "1501629902339" "150162990252339" "McClellan Elem School            " "02" 8.8 187 18 83.3 4.2 45.8 25 25 0 12.5 66.7 20.8 "MCCLELLAN ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.830283 -87.640988 "*1501629902339" "15-016-2990-25" 1703 "1-Yes" "COOK COUNTY"
"800" "1501629902341" "150162990252341" "McCormick Elem School            " "02" 0.1 813 38.9 98.1 1.7 46.1 47.8 4.3 0 13.6 74.6 11.9 "MCCORMICK ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.842201 -87.706326 "*1501629902341" "15-016-2990-25" 1704 "1-Yes" "COOK COUNTY"
"801" "1501629902344" "150162990252344" "McCutcheon Elem School           " "02" 52.8 294 26.9 79.1 2.4 36.6 46.3 14.6 0 17.1 68.3 14.6 "MCCUTCHEON ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.97076 -87.654668 "*1501629902344" "15-016-2990-25" 1709 "1-Yes" "COOK COUNTY"
"802" "1501629902345" "150162990252345" "McDade Elem Classical School     " "02" 98.4 151 0 26 0 3.6 28.6 67.9 0 0 39.3 60.7 "MCDADE ELEM CLASSICAL SCHOOL" "Illinois" "2-No" "1-Yes" 41.734512 -87.619077 "*1501629902345" "15-016-2990-25" 1701 "1-Yes" "COOK COUNTY"
"803" "1501629902346" "150162990252346" "McKay Elem School                " "02" 88.9 884 4.4 90.9 2.8 65.1 31.1 0.9 8.6 40 50.5 1 "MCKAY ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.767523 -87.691398 "*1501629902346" "15-016-2990-25" 1701 "1-Yes" "COOK COUNTY"
"804" "1501629902349" "150162990252349" "McPherson Elem School            " "02" 5.2 648 16.2 82.3 3.4 23.7 50.8 22 0 13.6 71.2 15.3 "MCPHERSON ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.968393 -87.676392 "*1501629902349" "15-016-2990-25" 1705 "1-Yes" "COOK COUNTY"
"805" "1501629902352" "150162990252352" "Melody Elem School               " "02" 99.8 376 0 96.9 5 52.5 40 2.5 7.5 32.5 60 0 "MELODY ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.874702 -87.730524 "*1501629902352" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"806" "1501629902353" "150162990252353" "Mitchell Elem School             " "02" 17.4 240 20.3 95.4 0 39.1 39.1 21.7 0 4.3 87 8.7 "MITCHELL ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.891968 -87.683447 "*1501629902353" "15-016-2990-25" 1705 "1-Yes" "COOK COUNTY"
"807" "1501629902354" "150162990252354" "Mollison Elem School             " "02" 100 253 0.3 95.6 10.7 35.7 50 3.6 3.6 25 67.9 3.6 "MOLLISON ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.814546 -87.616374 "*1501629902354" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"808" "1501629902355" "150162990252355" "Monroe Elem School               " "02" 3.2 943 31.9 88.6 2.5 36.1 47.5 13.9 3.2 18.5 66.1 12.1 "MONROE ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.929636 -87.718831 "*1501629902355" "15-016-2990-25" 1704 "1-Yes" "COOK COUNTY"
"809" "1501629902356" "150162990252356" "Moos Elem School                 " "02" 13.2 529 25.8 98.6 4.2 62.5 25 8.3 2.1 18.8 62.5 16.7 "MOOS ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.9129 -87.696205 "*1501629902356" "15-016-2990-25" 1704 "1-Yes" "COOK COUNTY"
"810" "1501629902357" "150162990252357" "Morrill Elem Math & Sci School   " "02" 45.9 813 27.4 97.2 6.1 50 41.5 2.4 7.4 48.1 37 7.4 "MORRILL ELEM MATH & SCI SCHOOL" "Illinois" "2-No" "2-No" 41.783865 -87.688321 "*1501629902357" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"811" "1501629902358" "150162990252358" "Inter-American Elem Magnet School" "02" 6.7 627 26.1 60.3 0 17.9 55.2 26.9 0 6 62.7 31.3 "INTER-AMERICAN ELEM MAGNET SCHOOL" "Illinois" "2-No" "1-Yes" 41.937646 -87.65386 "*1501629902358" "15-016-2990-25" 1705 "1-Yes" "COOK COUNTY"
"812" "1501629902361" "150162990252361" "Mount Greenwood Elem School      " "02" 5.9 659 1 34 0 13.4 52.2 34.3 0 3 68.7 28.4 "MOUNT GREENWOOD ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.696052 -87.705368 "*1501629902361" "15-016-2990-25" 1703 "1-Yes" "COOK COUNTY"
"813" "1501629902362" "150162990252362" "Mount Vernon Elem School         " "02" 98.5 289 0 86.1 10 50 35 5 15 37.5 45 2.5 "MOUNT VERNON ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.702346 -87.648172 "*1501629902362" "15-016-2990-25" 1701 "1-Yes" "COOK COUNTY"
"814" "1501629902363" "150162990252363" "Mozart Elem School               " "02" 6.1 790 36.2 96.9 1.9 38.3 52.3 7.5 0.9 16.8 76.6 5.6 "MOZART ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.921363 -87.722398 "*1501629902363" "15-016-2990-25" 1704 "1-Yes" "COOK COUNTY"
"815" "1501629902365" "150162990252365" "Murphy Elem School               " "02" 3.4 509 30.4 84.2 4.4 26.5 55.9 13.2 4.5 10.4 70.1 14.9 "MURPHY ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.949733 -87.717162 "*1501629902365" "15-016-2990-25" 1704 "1-Yes" "COOK COUNTY"
"816" "1501629902366" "150162990252366" "Murray Elem Language Academy     " "02" 72.7 435 3.6 34.7 0 17.2 35.9 46.9 0 7.7 49.2 43.1 "MURRAY ELEM LANGUAGE ACADEMY" "Illinois" "2-No" "1-Yes" 41.798256 -87.592656 "*1501629902366" "15-016-2990-25" 1701 "1-Yes" "COOK COUNTY"
"817" "1501629902367" "150162990252367" "Brown, R Elem Community Acad     " "02" 99.4 289 0 85.2 2.6 34.2 47.4 15.8 0 26.3 71.1 2.6 "BROWN R ELEM COMMUNITY ACAD" "Illinois" "2-No" "2-No" 41.664843 -87.63847 "*1501629902367" "15-016-2990-25" 1702 "1-Yes" "COOK COUNTY"
"818" "1501629902368" "150162990252368" "Nash Elem School                 " "02" 99.1 525 0 91.2 3.6 30.4 60.7 5.4 3.6 28.6 66.1 1.8 "NASH ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.892004 -87.747294 "*1501629902368" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"819" "1501629902369" "150162990252369" "Neil Elem School                 " "02" 97.6 339 1.8 80.3 2.9 45.7 40 11.4 2.9 37.1 54.3 5.7 "NEIL ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.738969 -87.620847 "*1501629902369" "15-016-2990-25" 1701 "1-Yes" "COOK COUNTY"
"820" "1501629902370" "150162990252370" "Nettelhorst Elem School          " "02" 17.4 487 8 33.7 2.3 13.6 43.2 40.9 2.3 9.1 61.4 27.3 "NETTELHORST ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.941417 -87.64471 "*1501629902370" "15-016-2990-25" 1705 "1-Yes" "COOK COUNTY"
"821" "1501629902371" "150162990252371" "Newberry Elem Math & Science Acad" "02" 35.4 476 5.6 54 3.4 23.7 35.6 37.3 3.3 16.7 43.3 36.7 "NEWBERRY ELEM MATH & SCIENCE ACAD" "Illinois" "2-No" "1-Yes" 41.914133 -87.646648 "*1501629902371" "15-016-2990-25" 1705 "1-Yes" "COOK COUNTY"
"822" "1501629902372" "150162990252372" "Carver Elementary School         " "02" 99.2 452 0.6 98.6 2.4 34.1 53.7 9.8 4.9 14.6 68.3 12.2 "CARVER PRIMARY SCHOOL" "Illinois" "2-No" "2-No" 41.653175 -87.600803 "*1501629902372" "15-016-2990-25" 1702 "1-Yes" "COOK COUNTY"
"823" "1501629902373" "150162990252373" "Nightingale Elem School          " "02" 1.9 989 45.5 94.8 3.1 45.4 46.9 4.6 0.8 21.5 73.1 4.6 "NIGHTINGALE ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.798246 -87.689316 "*1501629902373" "15-016-2990-25" 1704 "1-Yes" "COOK COUNTY"
"824" "1501629902374" "150162990252374" "Nixon Elem School                " "02" 1.8 868 41 97.7 2.4 46 45.2 6.5 2.4 26 57.5 14.2 "NIXON ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.919467 -87.731068 "*1501629902374" "15-016-2990-25" 1704 "1-Yes" "COOK COUNTY"
"825" "1501629902375" "150162990252375" "Nobel Elem School                " "02" 17.2 762 29.2 98.1 7.8 54.7 37.5 0 4.5 28.8 56.1 10.6 "NOBEL ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.905809 -87.729694 "*1501629902375" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"826" "1501629902376" "150162990252376" "Norwood Park Elem School         " "02" 2.2 321 3 12.2 0 2.9 38.2 58.8 0 0 26.5 73.5 "NORWOOD PARK ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.989209 -87.802573 "*1501629902376" "15-016-2990-25" 1705 "1-Yes" "COOK COUNTY"
"827" "1501629902380" "150162990252380" "Ogden Elem School                " "02" 33.8 636 13.8 26.1 1.8 12.5 41.1 44.6 0 7.1 53.6 39.3 "OGDEN ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.900251 -87.629566 "*1501629902380" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"828" "1501629902381" "150162990252381" "Oglesby Elem School              " "02" 99.6 515 0.2 92.1 2.1 50 37.5 10.4 12.5 35.4 50 2.1 "OGLESBY ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.754755 -87.645958 "*1501629902381" "15-016-2990-25" 1701 "1-Yes" "COOK COUNTY"
"829" "1501629902382" "150162990252382" "Okeeffe Elem School              " "02" 100 634 0.6 90.5 3.8 63.8 30 2.5 7.4 51.9 40.7 0 "OKEEFFE ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.76868 -87.572987 "*1501629902382" "15-016-2990-25" 1702 "1-Yes" "COOK COUNTY"
"830" "1501629902383" "150162990252383" "Onahan Elem School               " "02" 2.7 555 7.6 34.4 1.6 17.5 63.5 17.5 1.6 15.6 67.2 15.6 "ONAHAN ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.994054 -87.792499 "*1501629902383" "15-016-2990-25" 1705 "1-Yes" "COOK COUNTY"
"831" "1501629902384" "150162990252384" "Oriole Park Elem School          " "02" 1.2 594 4.5 18.3 0 0 34.9 65.1 0 0 27 73 "ORIOLE PARK ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.978473 -87.812286 "*1501629902384" "15-016-2990-25" 1709 "1-Yes" "COOK COUNTY"
"832" "1501629902385" "150162990252385" "Piccolo Elem Specialty School    " "02" 71.6 687 15.1 94.6 1.3 39.5 55.3 3.9 2.6 26 66.2 5.2 "PICCOLO ELEM SPECIALTY SCHOOL" "Illinois" "2-No" "2-No" 41.900322 -87.731926 "*1501629902385" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"833" "1501629902386" "150162990252386" "Otis Elem School                 " "02" 15 399 21.1 92.5 0 23.7 63.2 13.2 2.6 13.2 81.6 2.6 "OTIS ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.891635 -87.665259 "*1501629902386" "15-016-2990-25" 1705 "1-Yes" "COOK COUNTY"
"834" "1501629902387" "150162990252387" "Otoole Elem School               " "02" 99.5 699 0.3 86.1 2.5 65.4 29.6 2.5 3.8 42.5 51.3 2.5 "OTOOLE ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.774615 -87.675359 "*1501629902387" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"835" "1501629902388" "150162990252388" "Overton Elem School              " "02" 99.5 402 0.2 93.7 0 50 50 0 5.9 35.3 55.9 2.9 "OVERTON ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.805247 -87.620312 "*1501629902388" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"836" "1501629902389" "150162990252389" "Owen Elem Scholastic Academy     " "02" 86.4 202 3.3 48.6 3.4 13.8 58.6 24.1 0 6.9 79.3 13.8 "OWEN ELEM SCHOLASTIC ACADEMY" "Illinois" "2-No" "1-Yes" 41.742947 -87.705322 "*1501629902389" "15-016-2990-25" 1701 "1-Yes" "COOK COUNTY"
"837" "1501629902390" "150162990252390" "Paderewski Elem Learning Academy " "02" 81.1 144 8.1 96.8 0 47.1 47.1 5.9 0 33.3 61.1 5.6 "PADEREWSKI ELEM LEARNING ACADEMY" "Illinois" "2-No" "2-No" 41.85105 -87.717068 "*1501629902390" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"838" "1501629902391" "150162990252391" "Palmer Elem School               " "02" 1.5 840 19.1 74.8 5.1 35.7 39.8 19.4 4 24 57 15 "PALMER ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.972658 -87.73891 "*1501629902391" "15-016-2990-25" 1705 "1-Yes" "COOK COUNTY"
"839" "1501629902392" "150162990252392" "Parker Elem Community Academy    " "02" 98.9 665 0.4 98.6 3.2 50.8 42.9 3.2 1.6 34.9 61.9 1.6 "PARKER ELEM COMMUNITY ACADEMY" "Illinois" "2-No" "2-No" 41.769372 -87.634789 "*1501629902392" "15-016-2990-25" 1701 "1-Yes" "COOK COUNTY"
"840" "1501629902393" "150162990252393" "Parkman Elem School              " "02" 88.2 115 5.9 90.8 7.7 61.5 30.8 0 7.7 53.8 38.5 0 "PARKMAN ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.801571 -87.632489 "*1501629902393" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"841" "1501629902394" "150162990252394" "Park Manor Elem School           " "02" 99.7 338 0.3 95.8 8.1 54.1 37.8 0 2.7 54.1 40.5 2.7 "PARK MANOR ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.766642 -87.611518 "*1501629902394" "15-016-2990-25" 1701 "1-Yes" "COOK COUNTY"
"842" "1501629902395" "150162990252395" "Parkside Elem Community Academy  " "02" 99.5 336 1.6 90.2 2.9 54.3 42.9 0 0 42.9 57.1 0 "PARKSIDE ELEM COMMUNITY ACADEMY" "Illinois" "2-No" "2-No" 41.768918 -87.583169 "*1501629902395" "15-016-2990-25" 1702 "1-Yes" "COOK COUNTY"
"843" "1501629902396" "150162990252396" "Pasteur Elem School              " "02" 1.5 979 40.4 89.4 3.8 29.9 53.5 12.7 1.3 20.1 69.2 9.4 "PASTEUR ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.786716 -87.732372 "*1501629902396" "15-016-2990-25" 1703 "1-Yes" "COOK COUNTY"
"844" "1501629902397" "150162990252397" "Peabody Elem School              " "02" 28.1 222 30.4 94.3 0 59.3 33.3 7.4 10.7 35.7 50 3.6 "PEABODY ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.899914 -87.664315 "*1501629902397" "15-016-2990-25" 1705 "1-Yes" "COOK COUNTY"
"845" "1501629902398" "150162990252398" "Peck Elem School                 " "02" 0.3 1007 44 90.8 2.6 45.5 44.2 7.7 1.9 24.4 66.7 7.1 "PECK ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.787997 -87.719779 "*1501629902398" "15-016-2990-25" 1703 "1-Yes" "COOK COUNTY"
"846" "1501629902399" "150162990252399" "Peirce Elem Intl Studies School  " "02" 9.2 789 24.5 80.2 0 22.2 56.8 21 2.5 9.9 67.9 19.8 "PEIRCE ELEM INTL STUDIES SCHOOL" "Illinois" "2-No" "2-No" 41.983009 -87.665973 "*1501629902399" "15-016-2990-25" 1709 "1-Yes" "COOK COUNTY"
"847" "1501629902400" "150162990252400" "Penn Elem School                 " "02" 87.6 362 6 88.3 5.9 64.7 26.5 2.9 14.7 35.3 44.1 5.9 "PENN ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.858652 -87.721433 "*1501629902400" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"848" "1501629902401" "150162990252401" "Washington, H Elem School        " "02" 99.4 631 0.4 92.9 1.5 47 34.8 16.7 0 24.2 71.2 4.5 "WASHINGTON  H ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.728506 -87.596525 "*1501629902401" "15-016-2990-25" 1701 "1-Yes" "COOK COUNTY"
"849" "1501629902402" "150162990252402" "Pershing Elem Humanities Magnet  " "02" 93.7 214 1.6 60.8 NA NA NA NA NA NA NA NA "PERSHING ELEM HUMANITIES MAGNET" "Illinois" "2-No" "1-Yes" 41.837645 -87.611778 "*1501629902402" "15-016-2990-25" 1707 "2-No" "COOK COUNTY"
"850" "1501629902403" "150162990252403" "Peterson Elem School             " "02" 7.4 816 15.9 73.8 0 32.5 44.6 22.9 0 11.8 62.4 25.9 "PETERSON ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.98191 -87.712627 "*1501629902403" "15-016-2990-25" 1705 "1-Yes" "COOK COUNTY"
"851" "1501629902404" "150162990252404" "Pickard Elem School              " "02" 2.9 605 44.9 95.9 4.4 44.1 36.8 14.7 1.5 30.9 55.9 11.8 "PICKARD ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.852758 -87.683393 "*1501629902404" "15-016-2990-25" 1704 "1-Yes" "COOK COUNTY"
"852" "1501629902405" "150162990252405" "Pirie Elem Fine Arts & Academic C" "02" 99.6 444 0.6 82.5 2 28.6 51 18.4 3.9 21.6 66.7 7.8 "PIRIE ELEM FINE ARTS & ACADEMIC C" "Illinois" "2-No" "2-No" 41.740582 -87.60811 "*1501629902405" "15-016-2990-25" 1701 "1-Yes" "COOK COUNTY"
"853" "1501629902406" "150162990252406" "Plamondon Elem School            " "02" 16.9 166 22.7 97.6 0 26.3 63.2 10.5 0 10.5 84.2 5.3 "PLAMONDON ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.860383 -87.692707 "*1501629902406" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"854" "1501629902408" "150162990252408" "Pope Elem School                 " "02" 93.4 141 1.7 96.1 4.2 45.8 33.3 16.7 4.2 20.8 58.3 16.7 "POPE ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.855924 -87.703092 "*1501629902408" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"855" "1501629902409" "150162990252409" "Portage Park Elem School         " "02" 2.5 902 14.7 78.6 0 24.5 49.1 26.4 1.9 12.4 61 24.8 "PORTAGE PARK ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.957228 -87.760414 "*1501629902409" "15-016-2990-25" 1704 "1-Yes" "COOK COUNTY"
"856" "1501629902410" "150162990252410" "Prescott Elem School             " "02" 12.3 194 16.6 84.3 5 45 40 10 5 30 50 15 "PRESCOTT ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.929025 -87.669244 "*1501629902410" "15-016-2990-25" 1705 "1-Yes" "COOK COUNTY"
"857" "1501629902411" "150162990252411" "Price Lit & Writing Elem School  " "02" 100 168 0.5 94.3 2.8 58.3 38.9 0 11.1 41.7 47.2 0 "PRICE LIT & WRITING ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.815544 -87.603711 "*1501629902411" "15-016-2990-25" 1707 "1-Yes" "COOK COUNTY"
"858" "1501629902412" "150162990252412" "Prussing Elem School             " "02" 1.6 643 25.1 64.1 0 17.4 54.7 27.9 1.1 9 61.8 28.1 "PRUSSING ELEM SCHOOL" "Illinois" "2-No" "2-No" 41.965563 -87.772682 "*1501629902412" "15-016-2990-25" 1705 "1-Yes" "COOK COUNTY"
"859" "1501629902413" "150162990252413" "Pulaski Elem Fine Arts Academy   " "02" 4 755 26.7 92.9 1.5 36.8 45.6 16.2 2.9 26.5 54.4 16.2 "PULASKI ELEM FINE ARTS ACADEMY" "Illinois" "2-No" "2-No" 41.918773 -87.682851 "*1501629902413" "15-016-2990-25" 1705 "1-Yes" "COOK COUNTY"
