name,state,charter,magnet,latitude,longitude,idnumeric,schoolid,agencyid,code,grade4,county
DIRKSEN ELEMENTARY SCHOOL,Illinois,2-No,2-No,40.572341,-89.612670,5309010802014,*5309010802014,53-090-1080-02,1717,2-No,TAZEWELL COUNTY
DIRKSEN JUNIOR HIGH SCHOOL,Illinois,2-No,2-No,41.517859,-88.118139,5609908601001,*5609908601001,56-099-0860-05,1711,2-No,WILL COUNTY
DIRKSEN MIDDLE SCHOOL,Illinois,2-No,2-No,41.616288,-87.566434,0701614901003,*0701614901003,07-016-1490-02,1702,2-No,COOK COUNTY
DISNEY ELEM MAGNET SCHOOL,Illinois,2-No,1-Yes,41.956960,-87.646195,1501629902160,*1501629902160,15-016-2990-25,1709,1-Yes,COOK COUNTY
DISNEY II ELEM SCHOOL,Illinois,2-No,2-No,41.950291,-87.730663,1501629902949,*1501629902949,15-016-2990-25,1705,1-Yes,COOK COUNTY
DIST 206 ALTERNATIVE HIGH SCHOOL,Illinois,2-No,2-No,41.512841,-87.644146,0701620603001,*0701620603001,07-016-2060-17,1702,2-No,COOK COUNTY
DISTRICT 211 ACADEMY - NORTH,Illinois,2-No,2-No,42.095326,-88.035046,0501621103002,*0501621103002,05-016-2110-17,1706,2-No,COOK COUNTY
DISTRICT 211 ACADEMY - SOUTH,Illinois,2-No,2-No,42.018320,-88.146670,0501621103001,*0501621103001,05-016-2110-17,1708,2-No,COOK COUNTY
DISTRICT 7 ALTERNATIVE SCHOOL,Illinois,2-No,2-No,38.787243,-89.975822,4105700703001,*4105700703001,41-057-0070-26,1713,2-No,MADISON COUNTY
DIXON ELEM SCHOOL,Illinois,2-No,2-No,41.743427,-87.610469,1501629902161,*1501629902161,15-016-2990-25,1701,1-Yes,COOK COUNTY
DIXON HIGH SCHOOL,Illinois,2-No,2-No,41.847128,-89.488508,4705217000001,*4705217000001,47-052-1700-22,1716,2-No,LEE COUNTY
DODDS ELEM SCHOOL,Illinois,2-No,2-No,38.257170,-88.870392,2504100702001,*2504100702001,25-041-0070-04,1712,1-Yes,JEFFERSON COUNTY
DODGE ELEM SCHOOL,Illinois,2-No,2-No,41.882545,-87.692438,1501629902927,*1501629902927,15-016-2990-25,1707,1-Yes,COOK COUNTY
DOLAN CTR MARYVILLE FARM CAMPUS,Illinois,2-No,2-No,42.407187,-89.233710,0410132203001,*0410132203001,04-101-3220-26,1716,1-Yes,WINNEBAGO COUNTY
DON D SHUTE ELEM SCHOOL,Illinois,2-No,2-No,40.634968,-89.548914,5309008602008,*5309008602008,53-090-0860-02,1718,2-No,TAZEWELL COUNTY
DONALD C PARKER EARLY EDUC CENTER,Illinois,2-No,2-No,42.340377,-89.047878,0410112202015,*0410112202015,04-101-1220-22,1716,2-No,WINNEBAGO COUNTY
DONALD MCHENRY ELEMENTARY SCHOOL,Illinois,2-No,2-No,38.618344,-90.123041,5008218902049,*5008218902049,50-082-1890-22,1712,1-Yes,ST. CLAIR COUNTY
DONGOLA ELEMENTARY SCHOOL,Illinois,2-No,2-No,37.366908,-89.161823,0209106602001,*0209106602001,02-091-0660-22,1712,1-Yes,UNION COUNTY
DONGOLA HIGH SCHOOL,Illinois,2-No,2-No,37.366638,-89.162205,0209106600001,*0209106600001,02-091-0660-22,1712,2-No,UNION COUNTY
DONGOLA JR HIGH SCHOOL,Illinois,2-No,2-No,37.366671,-89.161748,0209106601001,*0209106601001,02-091-0660-22,1712,2-No,UNION COUNTY
DONOVAN ELEM SCHOOL,Illinois,2-No,2-No,40.890686,-87.642214,3203800302002,*3203800302002,32-038-0030-26,1716,1-Yes,IROQUOIS COUNTY
DONOVAN JR HIGH SCHOOL,Illinois,2-No,2-No,40.885283,-87.612884,3203800301001,*3203800301001,32-038-0030-26,1716,2-No,IROQUOIS COUNTY
DONOVAN SR HIGH SCHOOL,Illinois,2-No,2-No,40.885283,-87.612884,3203800300001,*3203800300001,32-038-0030-26,1716,2-No,IROQUOIS COUNTY
DOOLITTLE ELEM SCHOOL,Illinois,2-No,2-No,41.830516,-87.613418,1501629902937,*1501629902937,15-016-2990-25,1701,1-Yes,COOK COUNTY
DORE ELEM SCHOOL,Illinois,2-No,2-No,41.780745,-87.787716,1501629902167,*1501629902167,15-016-2990-25,1703,1-Yes,COOK COUNTY
DORN PRIMARY CENTER,Illinois,2-No,2-No,41.724454,-87.815330,0701611702002,*0701611702002,07-016-1170-02,1703,2-No,COOK COUNTY
DOROTHY SIMON ELEM SCHOOL,Illinois,2-No,2-No,42.262678,-89.243181,0410132302003,*0410132302003,04-101-3230-26,1717,2-No,WINNEBAGO COUNTY
DORRIS INTERMEDIATE SCH,Illinois,2-No,2-No,38.694639,-89.970284,4105701002024,*4105701002024,41-057-0100-26,1713,2-No,MADISON COUNTY
DOUGLAS ATTENDANCE CENTER,Illinois,2-No,2-No,41.382869,-89.461170,2800611503001,*2800611503001,28-006-1150-02,1716,2-No,BUREAU COUNTY
DOUGLAS ELEM SCHOOL,Illinois,2-No,2-No,38.515354,-89.964820,5008211802004,*5008211802004,50-082-1180-02,1712,1-Yes,ST. CLAIR COUNTY
DOUGLAS ELEM SCHOOL,Illinois,2-No,2-No,40.153286,-88.950611,1702001502003,*1702001502003,17-020-0150-26,1713,2-No,DE WITT COUNTY
DOUGLAS MACARTHUR ELEM SCH,Illinois,2-No,2-No,42.059932,-88.107468,0501605402019,*0501605402019,05-016-0540-04,1708,1-Yes,COOK COUNTY
DOUGLAS SCHOOL,Illinois,2-No,2-No,39.805641,-89.662196,5108418603019,*5108418603019,51-084-1860-25,1713,2-No,SANGAMON COUNTY
DOUGLASS ACADEMY HIGH SCHOOL,Illinois,2-No,2-No,41.890164,-87.767248,1501629900831,*1501629900831,15-016-2990-25,1707,2-No,COOK COUNTY
DR BESSIE RHODES MAGNET SCH,Illinois,2-No,1-Yes,42.045977,-87.722045,0501606502024,*0501606502024,05-016-0650-04,1709,1-Yes,COOK COUNTY
DR DONALD WHARTON ELEM SCHOOL,Illinois,2-No,2-No,41.774842,-87.809829,0701610402001,*0701610402001,07-016-1040-02,1703,2-No,COOK COUNTY
DR HOWARD ELEM SCHOOL,Illinois,2-No,2-No,40.116676,-88.264425,0901000402010,*0901000402010,09-010-0040-26,1713,1-Yes,CHAMPAIGN COUNTY
DR JULIAN ROGUS SCHOOL,Illinois,2-No,2-No,41.526301,-87.829349,5609916102006,*5609916102006,56-099-1610-02,1701,1-Yes,WILL COUNTY
DR KENNETH M SORRICK SCHOOL,Illinois,2-No,2-No,41.703281,-87.813709,0701611702005,*0701611702005,07-016-1170-02,1703,2-No,COOK COUNTY
DR RALPH BUNCHE SCHOOL,Illinois,2-No,2-No,41.590400,-87.654812,0701615252001,*0701615252001,07-016-1525-02,1702,1-Yes,COOK COUNTY
DRAKE ELEM SCHOOL,Illinois,2-No,2-No,41.842925,-87.618403,1501629902169,*1501629902169,15-016-2990-25,1707,1-Yes,COOK COUNTY
DRAUDEN POINT MIDDLE SCHOOL,Illinois,2-No,2-No,41.554404,-88.232001,5609920201005,*5609920201005,56-099-2020-22,1711,2-No,WILL COUNTY
DREXEL ELEM SCHOOL,Illinois,2-No,2-No,41.826996,-87.758924,0601609902004,*0601609902004,06-016-0990-02,1703,1-Yes,COOK COUNTY
DRUMMOND ELEM SCHOOL,Illinois,2-No,1-Yes,41.915781,-87.674561,1501629902172,*1501629902172,15-016-2990-25,1705,1-Yes,COOK COUNTY
DRYDEN ELEM SCHOOL,Illinois,2-No,2-No,42.070738,-87.971651,0501602502002,*0501602502002,05-016-0250-02,1709,1-Yes,COOK COUNTY
DUBOIS ELEM SCHOOL,Illinois,2-No,2-No,41.654040,-87.614327,1501629902173,*1501629902173,15-016-2990-25,1702,1-Yes,COOK COUNTY
DUBOIS ELEM SCHOOL,Illinois,2-No,2-No,39.800668,-89.672487,5108418602015,*5108418602015,51-084-1860-25,1713,1-Yes,SANGAMON COUNTY
DUJARDIN ELEMENTARY SCHOOL,Illinois,2-No,2-No,41.951457,-88.066365,1902201302002,*1902201302002,19-022-0130-02,1708,1-Yes,DUPAGE COUNTY
DULLES ELEM SCHOOL,Illinois,2-No,2-No,41.779607,-87.616944,1501629902175,*1501629902175,15-016-2990-25,1701,1-Yes,COOK COUNTY
DUMAS ELEM SCHOOL,Illinois,2-No,2-No,41.773702,-87.601031,1501629902176,*1501629902176,15-016-2990-25,1701,1-Yes,COOK COUNTY
DUNBAR ELEM SCHOOL,Illinois,2-No,2-No,38.603790,-90.150840,5008218902008,*5008218902008,50-082-1890-22,1712,1-Yes,ST. CLAIR COUNTY
DUNBAR VOCATIONAL CAREER ACAD HS,Illinois,2-No,2-No,41.839716,-87.618747,1501629900531,*1501629900531,15-016-2990-25,1701,2-No,COOK COUNTY
DUNDEE HIGHLANDS ELEM SCHOOL,Illinois,2-No,2-No,42.093982,-88.281779,3104530002009,*3104530002009,31-045-3000-26,1706,1-Yes,KANE COUNTY
DUNDEE MIDDLE SCHOOL,Illinois,2-No,2-No,42.105110,-88.343450,3104530001005,*3104530001005,31-045-3000-26,1706,2-No,KANE COUNTY
DUNDEE-CROWN HIGH SCHOOL,Illinois,2-No,2-No,42.131891,-88.266927,3104530000002,*3104530000002,31-045-3000-26,1708,2-No,KANE COUNTY
DUNLAP GRADE SCHOOL,Illinois,2-No,2-No,40.858826,-89.673733,4807232302002,*4807232302002,48-072-3230-26,1718,1-Yes,PEORIA COUNTY
DUNLAP HIGH SCHOOL,Illinois,2-No,2-No,40.856923,-89.675553,4807232300004,*4807232300004,48-072-3230-26,1718,2-No,PEORIA COUNTY
DUNLAP MIDDLE SCHOOL,Illinois,2-No,2-No,40.852068,-89.674936,4807232301001,*4807232301001,48-072-3230-26,1718,2-No,PEORIA COUNTY
DUNLAP VALLEY MIDDLE SCHOOL,Illinois,2-No,2-No,40.846842,-89.680115,4807232301002,*4807232301002,48-072-3230-26,1718,2-No,PEORIA COUNTY
DUNNE ELEM MATH  SCI & TECH ACAD,Illinois,2-No,2-No,41.696387,-87.639789,1501629902177,*1501629902177,15-016-2990-25,1702,1-Yes,COOK COUNTY
DUPAGE ALOP,Illinois,2-No,2-No,41.868171,-88.143947,1900000009501,*1900000009501,19-000-0000-00,1706,2-No,DUPAGE COUNTY
DUPO HIGH SCHOOL,Illinois,2-No,2-No,38.514155,-90.207364,5008219600001,*5008219600001,50-082-1960-26,1712,2-No,ST. CLAIR COUNTY
DUPO JR HIGH SCHOOL,Illinois,2-No,2-No,38.514190,-90.207510,5008219601001,*5008219601001,50-082-1960-26,1712,2-No,ST. CLAIR COUNTY
DUQUOIN  ELEMENTARY SCHOOL,Illinois,2-No,2-No,38.001130,-89.226115,3007330002003,*3007330002003,30-073-3000-26,1712,1-Yes,PERRY COUNTY
DUQUOIN  MIDDLE SCHOOL,Illinois,2-No,2-No,38.001193,-89.224502,3007330002002,*3007330002002,30-073-3000-26,1712,2-No,PERRY COUNTY
DUQUOIN HIGH SCHOOL,Illinois,2-No,2-No,38.007125,-89.230152,3007330000001,*3007330000001,30-073-3000-26,1712,2-No,PERRY COUNTY
DURAND ELEM SCHOOL,Illinois,2-No,2-No,42.432981,-89.333977,0410132202001,*0410132202001,04-101-3220-26,1716,1-Yes,WINNEBAGO COUNTY
DURAND HIGH SCHOOL,Illinois,2-No,2-No,42.432918,-89.333959,0410132200001,*0410132200001,04-101-3220-26,1716,2-No,WINNEBAGO COUNTY
DURAND JR HIGH SCHOOL,Illinois,2-No,2-No,42.432960,-89.334039,0410132201001,*0410132201001,04-101-3220-26,1716,2-No,WINNEBAGO COUNTY
DURFEE ELEM SCHOOL,Illinois,2-No,1-Yes,39.854274,-88.972164,3905506102005,*3905506102005,39-055-0610-25,1713,1-Yes,MACON COUNTY
DURKIN PARK ELEM SCHOOL,Illinois,2-No,2-No,41.739091,-87.729486,1501629902933,*1501629902933,15-016-2990-25,1701,1-Yes,COOK COUNTY
DVORAK ELEM SPECIALTY ACADEMY,Illinois,2-No,2-No,41.858634,-87.715820,1501629902179,*1501629902179,15-016-2990-25,1707,1-Yes,COOK COUNTY
DWIGHT COMMON SCHOOL,Illinois,2-No,2-No,41.084738,-88.431308,1705323202001,*1705323202001,17-053-2320-02,1716,1-Yes,LIVINGSTON COUNTY
DWIGHT D EISENHOWER ELEM SCHOOL,Illinois,2-No,2-No,42.109042,-87.946919,0501602302001,*0501602302001,05-016-0230-02,1709,2-No,COOK COUNTY
DWIGHT D EISENHOWER JHS,Illinois,2-No,2-No,42.063561,-88.100160,0501605401018,*0501605401018,05-016-0540-04,1708,2-No,COOK COUNTY
DWIGHT HIGH SCHOOL,Illinois,2-No,2-No,41.085707,-88.426643,1705323000001,*1705323000001,17-053-2300-17,1716,2-No,LIVINGSTON COUNTY
DYETT HIGH SCHOOL,Illinois,2-No,2-No,41.801058,-87.612357,1501629900798,*1501629900798,15-016-2990-25,1701,2-No,COOK COUNTY
EAGLE POINTE ELEMENTARY SCHOOL,Illinois,2-No,2-No,41.643380,-88.217730,5609920202013,*5609920202013,56-099-2020-22,1714,1-Yes,WILL COUNTY
EAGLE RIDGE SCHOOL,Illinois,2-No,2-No,41.498723,-90.400423,4908103602002,*4908103602002,49-081-0360-02,1717,1-Yes,ROCK ISLAND COUNTY
EAGLEVIEW ELEMENTARY SCHOOL,Illinois,2-No,2-No,38.441846,-90.200360,4506700402003,*4506700402003,45-067-0040-26,1712,2-No,MONROE COUNTY
EARHART ELEM OPT FOR KNOWL SCHOOL,Illinois,2-No,2-No,41.726319,-87.582727,1501629902743,*1501629902743,15-016-2990-25,1702,1-Yes,COOK COUNTY
EARL H HANSON ELEM SCHOOL,Illinois,2-No,2-No,41.472149,-90.588050,4908104102008,*4908104102008,49-081-0410-25,1717,1-Yes,ROCK ISLAND COUNTY
EARL PRITCHETT SCHOOL,Illinois,2-No,2-No,42.157443,-87.947588,3404910202002,*3404910202002,34-049-1020-04,1710,1-Yes,LAKE COUNTY
EARLE ELEM SCHOOL,Illinois,2-No,2-No,41.782348,-87.667604,1501629902180,*1501629902180,15-016-2990-25,1707,1-Yes,COOK COUNTY
EARLVILLE ELEM SCHOOL,Illinois,2-No,2-No,41.585009,-88.925706,3505000902001,*3505000902001,35-050-0090-26,1716,1-Yes,LASALLE COUNTY
EARLVILLE JR/SR HIGH SCHOOL,Illinois,2-No,2-No,41.585009,-88.925706,3505000900001,*3505000900001,35-050-0090-26,1716,2-No,LASALLE COUNTY
EARLY CHILDHOOD,Illinois,2-No,2-No,39.927627,-91.402640,0100117203004,*0100117203004,01-001-1720-22,1718,2-No,ADAMS COUNTY
EARLY CHILDHOOD,Illinois,2-No,2-No,38.954600,-90.191307,4105701103004,*4105701103004,41-057-0110-26,1713,2-No,MADISON COUNTY
EARLY CHILDHOOD,Illinois,2-No,2-No,41.875501,-87.941584,1902220503001,*1902220503001,19-022-2050-26,1705,2-No,DUPAGE COUNTY
EARLY CHILDHOOD CENTER,Illinois,2-No,2-No,41.926160,-87.817908,0601640102005,*0601640102005,06-016-4010-26,1705,2-No,COOK COUNTY
EARLY CHILDHOOD CNTR,Illinois,2-No,2-No,41.633173,-87.635980,0701614803002,*0701614803002,07-016-1480-02,1702,2-No,COOK COUNTY
EARLY CHILDHOOD CNTR/LINCOLN PRIMARY,Illinois,2-No,2-No,41.876274,-87.875936,0601608803003,*0601608803003,06-016-0880-02,1707,2-No,COOK COUNTY
EARLY CHILDHOOD DEV CNTR,Illinois,2-No,2-No,41.783258,-88.307680,3104513103001,*3104513103001,31-045-1310-22,1711,2-No,KANE COUNTY
EARLY CHILDHOOD EDUCATION CENTER,Illinois,2-No,2-No,41.970830,-87.978529,1902200703001,*1902200703001,19-022-0070-02,1708,2-No,DUPAGE COUNTY
EARLY EDUCATION CENTER,Illinois,2-No,2-No,42.353435,-88.102661,3404911602007,*3404911602007,34-049-1160-26,1710,2-No,LAKE COUNTY
EARLY LEARNING CENTER,Illinois,2-No,2-No,39.087250,-88.547600,0302504002006,*0302504002006,03-025-0400-26,1715,2-No,EFFINGHAM COUNTY
EARLY LEARNING CENTER,Illinois,2-No,2-No,39.772568,-89.654838,5108418603023,*5108418603023,51-084-1860-25,1713,2-No,SANGAMON COUNTY
EARLY LEARNING CENTER,Illinois,2-No,2-No,42.130127,-88.121792,3404922003001,*3404922003001,34-049-2200-26,1706,2-No,COOK COUNTY
EARLY LEARNING CENTER,Illinois,2-No,2-No,42.351358,-87.836701,3404906003007,*3404906003007,34-049-0600-26,1710,2-No,LAKE COUNTY
EARLY LEARNING CENTER,Illinois,2-No,2-No,41.870710,-88.200509,1902203303001,*1902203303001,19-022-0330-02,1706,2-No,DUPAGE COUNTY
EARLY STEP PRE-SCHOOL,Illinois,2-No,2-No,41.864795,-90.150693,5509800203001,*5509800203001,55-098-0020-26,1717,2-No,WHITESIDE COUNTY
EAST ALTON MIDDLE SCHOOL,Illinois,2-No,2-No,38.878216,-90.096165,4105701301001,*4105701301001,41-057-0130-02,1712,2-No,MADISON COUNTY
EAST ALTON-WOOD RIVER HIGH SCH,Illinois,2-No,2-No,38.871269,-90.096390,4105701400001,*4105701400001,41-057-0140-16,1712,2-No,MADISON COUNTY
EAST AURORA HS RSSP,Illinois,2-No,2-No,41.745854,-88.298085,3100000009302,*3100000009302,31-000-0000-00,1711,2-No,KANE COUNTY
EAST COLOMA ELEM SCH DIST 12,Illinois,2-No,2-No,41.775003,-89.664470,5509801202001,*5509801202001,55-098-0120-02,1717,1-Yes,WHITESIDE COUNTY
EAST DUBUQUE ELEM SCHOOL,Illinois,2-No,2-No,42.497143,-90.636893,0804311902002,*0804311902002,08-043-1190-22,1717,1-Yes,JO DAVIESS COUNTY
EAST DUBUQUE HIGH SCHOOL,Illinois,2-No,2-No,42.497007,-90.625916,0804311900003,*0804311900003,08-043-1190-22,1717,2-No,JO DAVIESS COUNTY
EAST DUBUQUE JR HIGH,Illinois,2-No,2-No,42.498035,-90.624774,0804311901001,*0804311901001,08-043-1190-22,1717,2-No,JO DAVIESS COUNTY
EAST ELEMENTARY SCHOOL,Illinois,2-No,2-No,42.441705,-87.823597,3404900602002,*3404900602002,34-049-0060-02,1710,1-Yes,LAKE COUNTY
EAST ELEMENTARY SCHOOL,Illinois,2-No,2-No,38.895578,-90.151403,4105701102029,*4105701102029,41-057-0110-26,1712,1-Yes,MADISON COUNTY
EAST HIGH SCHOOL,Illinois,2-No,2-No,41.744835,-88.296534,3104513100001,*3104513100001,31-045-1310-22,1711,2-No,KANE COUNTY
EAST LEYDEN HIGH SCHOOL,Illinois,2-No,2-No,41.941648,-87.866559,0601621200001,*0601621200001,06-016-2120-16,1705,2-No,COOK COUNTY
EAST PARK ELEMENTARY SCHOOL,Illinois,2-No,2-No,40.141551,-87.606187,5409211802020,*5409211802020,54-092-1180-24,1715,1-Yes,VERMILION COUNTY
EAST PEORIA HIGH SCHOOL,Illinois,2-No,2-No,40.670579,-89.557670,5309030900001,*5309030900001,53-090-3090-16,1718,2-No,TAZEWELL COUNTY
EAST PRAIRIE ELEM SCHOOL,Illinois,2-No,2-No,42.019351,-87.727096,0501607302001,*0501607302001,05-016-0730-02,1709,1-Yes,COOK COUNTY
EAST PRAIRIE MIDDLE SCHOOL,Illinois,2-No,2-No,39.795926,-88.271842,1102130101004,*1102130101004,11-021-3010-26,1715,2-No,DOUGLAS COUNTY
EAST RICHLAND ELEMENTARY SCHOOL,Illinois,2-No,2-No,38.727351,-88.057590,1208000102008,*1208000102008,12-080-0010-26,1715,1-Yes,RICHLAND COUNTY
EAST RICHLAND HIGH SCHOOL,Illinois,2-No,2-No,38.734396,-88.072110,1208000100001,*1208000100001,12-080-0010-26,1715,2-No,RICHLAND COUNTY
EAST RICHLAND MIDDLE SCHOOL,Illinois,2-No,2-No,38.740410,-88.067384,1208000101002,*1208000101002,12-080-0010-26,1715,2-No,RICHLAND COUNTY
EAST SIDE ELEMENTARY SCHOOL,Illinois,2-No,2-No,38.089013,-88.530932,2503301002004,*2503301002004,25-033-0100-26,1715,1-Yes,HAMILTON COUNTY
EAST SIDE INTERMEDIATE SCHOOL,Illinois,2-No,2-No,37.736636,-88.536724,2008300302009,*2008300302009,20-083-0030-26,1715,1-Yes,SALINE COUNTY
EAST ST LOUIS SENIOR HIGH SCHOOL,Illinois,2-No,2-No,38.610409,-90.102248,5008218900043,*5008218900043,50-082-1890-22,1712,2-No,ST. CLAIR COUNTY
EAST ST LOUIS-LINCOLN MIDDLE SCHOOL,Illinois,2-No,2-No,38.614891,-90.157845,5008218901036,*5008218901036,50-082-1890-22,1712,2-No,ST. CLAIR COUNTY
EAST VIEW ELEM SCHOOL,Illinois,2-No,2-No,41.682551,-88.343216,2404730802003,*2404730802003,24-047-3080-26,1714,2-No,KENDALL COUNTY
EASTERN IL EFE/DUAL CREDIT,Illinois,2-No,2-No,39.465420,-88.376567,1101573504501,*1101573504501,11-015-7350-45,1715,2-No,COLES COUNTY
EASTLAND ELEM SCHOOL - LANARK,Illinois,2-No,2-No,42.100633,-89.826630,0800830802002,*0800830802002,08-008-3080-26,1717,2-No,CARROLL COUNTY
EASTLAND HIGH SCHOOL,Illinois,2-No,2-No,42.096796,-89.829669,0800830800001,*0800830800001,08-008-3080-26,1717,2-No,CARROLL COUNTY
EASTLAND MIDDLE SCHOOL,Illinois,2-No,2-No,42.148504,-89.739912,0800830802003,*0800830802003,08-008-3080-26,1717,1-Yes,CARROLL COUNTY
EASTLAWN ELEM SCHOOL,Illinois,2-No,2-No,40.316125,-88.135891,0901013702002,*0901013702002,09-010-1370-02,1715,2-No,CHAMPAIGN COUNTY
EASTVIEW ELEM SCHOOL,Illinois,2-No,2-No,41.468858,-87.625687,0701619402002,*0701619402002,07-016-1940-02,1702,1-Yes,WILL COUNTY
EASTVIEW ELEM SCHOOL,Illinois,2-No,2-No,42.163390,-88.284987,3104530002010,*3104530002010,31-045-3000-26,1706,1-Yes,MCHENRY COUNTY
EASTVIEW ELEMENTARY SCHOOL,Illinois,2-No,2-No,40.563403,-90.012241,2202906602009,*2202906602009,22-029-0660-25,1717,1-Yes,FULTON COUNTY
EASTVIEW MIDDLE SCHOOL,Illinois,2-No,2-No,42.001199,-88.183450,3104504601004,*3104504601004,31-045-0460-22,1706,2-No,COOK COUNTY
EASTWOOD ELEM SCHOOL,Illinois,2-No,2-No,38.878306,-90.094593,4105701302002,*4105701302002,41-057-0130-02,1712,1-Yes,MADISON COUNTY
EBERHART ELEM SCHOOL,Illinois,2-No,2-No,41.774647,-87.708448,1501629902181,*1501629902181,15-016-2990-25,1703,1-Yes,COOK COUNTY
EBINGER ELEM SCHOOL,Illinois,2-No,2-No,42.004648,-87.810777,1501629902182,*1501629902182,15-016-2990-25,1709,1-Yes,COOK COUNTY
ECHO JUVENILE DETENTION CTR PROGRAM,Illinois,2-No,2-No,37.997929,-88.916509,2100000009202,*2100000009202,21-000-0000-00,1712,1-Yes,FRANKLIN COUNTY
ECHO SCHOOL,Illinois,2-No,2-No,41.616077,-87.626248,0701615006101,*0701615006101,07-016-1500-61,1702,1-Yes,COOK COUNTY
ED & LIFE SKILLS TRANSITION SO,Illinois,2-No,2-No,42.088545,-87.796878,3404980406005,*3404980406005,34-049-8040-60,1709,2-No,COOK COUNTY
EDGAR A POE ELEM SCHOOL,Illinois,2-No,2-No,42.126394,-87.985367,0501602102010,*0501602102010,05-016-0210-04,1709,1-Yes,COOK COUNTY
EDGEBROOK ELEM SCHOOL,Illinois,2-No,2-No,41.999433,-87.761044,1501629902183,*1501629902183,15-016-2990-25,1705,1-Yes,COOK COUNTY
EDGEBROOK ELEM SCHOOL,Illinois,2-No,2-No,42.337224,-88.268136,4406301502001,*4406301502001,44-063-0150-04,1714,2-No,MCHENRY COUNTY
EDGEMONT ELEM SCHOOL,Illinois,2-No,2-No,38.591470,-90.061460,5008218902010,*5008218902010,50-082-1890-22,1712,1-Yes,ST. CLAIR COUNTY
EDGEWOOD ELEM SCHOOL,Illinois,2-No,2-No,41.742565,-88.048369,1902206802001,*1902206802001,19-022-0680-02,1711,1-Yes,DUPAGE COUNTY
EDGEWOOD GRADE SCHOOL,Illinois,2-No,2-No,38.924963,-88.663395,0302504002004,*0302504002004,03-025-0400-26,1715,1-Yes,EFFINGHAM COUNTY
EDGEWOOD MIDDLE SCHOOL,Illinois,2-No,2-No,42.167622,-87.796248,3404911201002,*3404911201002,34-049-1120-02,1710,2-No,LAKE COUNTY
EDINBURG ELEM SCHOOL,Illinois,2-No,2-No,39.659929,-89.388021,1001100402001,*1001100402001,10-011-0040-26,1713,1-Yes,CHRISTIAN COUNTY
EDINBURG HIGH SCHOOL,Illinois,2-No,2-No,39.659989,-89.388039,1001100400002,*1001100400002,10-011-0040-26,1713,2-No,CHRISTIAN COUNTY
EDINBURG JR HIGH SCHOOL,Illinois,2-No,2-No,39.660006,-89.388041,1001100401001,*1001100401001,10-011-0040-26,1713,2-No,CHRISTIAN COUNTY
EDISON ELEM REGIONAL GIFTED CNTR,Illinois,2-No,1-Yes,41.971019,-87.801225,1501629902184,*1501629902184,15-016-2990-25,1705,1-Yes,COOK COUNTY
EDISON ELEM SCHOOL,Illinois,2-No,2-No,41.816943,-87.786587,0601610302002,*0601610302002,06-016-1030-02,1703,1-Yes,COOK COUNTY
EDISON ELEM SCHOOL,Illinois,2-No,2-No,41.892936,-87.926316,1902220502002,*1902220502002,19-022-2050-26,1705,1-Yes,DUPAGE COUNTY
EDISON ELEM SCHOOL,Illinois,2-No,2-No,40.160371,-87.629795,5409211802005,*5409211802005,54-092-1180-24,1715,1-Yes,VERMILION COUNTY
EDISON ELEMENTARY SCHOOL,Illinois,2-No,2-No,40.452125,-90.659422,2606218502008,*2606218502008,26-062-1850-26,1718,1-Yes,MCDONOUGH COUNTY
EDISON JR HIGH SCHOOL,Illinois,2-No,2-No,41.470519,-90.586250,4908104101003,*4908104101003,49-081-0410-25,1717,2-No,ROCK ISLAND COUNTY
EDISON JUNIOR HIGH SCHOOL,Illinois,2-No,2-No,40.579278,-89.633536,5309010801002,*5309010801002,53-090-1080-02,1717,2-No,TAZEWELL COUNTY
EDISON MIDDLE SCHOOL,Illinois,2-No,2-No,41.852938,-88.109028,1902220001017,*1902220001017,19-022-2000-26,1706,2-No,DUPAGE COUNTY
EDISON MIDDLE SCHOOL,Illinois,2-No,2-No,40.110698,-88.247674,0901000401003,*0901000401003,09-010-0040-26,1713,2-No,CHAMPAIGN COUNTY
EDISON PARK ELEM SCHOOL,Illinois,2-No,2-No,41.993542,-87.813743,1501629902953,*1501629902953,15-016-2990-25,1709,1-Yes,COOK COUNTY
EDISON PRIMARY SCHOOL,Illinois,2-No,1-Yes,41.112472,-87.841613,3204611102003,*3204611102003,32-046-1110-25,1702,2-No,KANKAKEE COUNTY
EDNA KEITH ELEM SCHOOL,Illinois,2-No,2-No,41.516680,-88.070572,5609908602007,*5609908602007,56-099-0860-05,1711,1-Yes,WILL COUNTY
EDNA ROLLINS ELEM SCHOOL,Illinois,2-No,2-No,41.757202,-88.292034,3104513102015,*3104513102015,31-045-1310-22,1711,1-Yes,KANE COUNTY
EDUC FOR EMPLOYMENT SYS 330,Illinois,2-No,2-No,40.133596,-88.247835,0901000804601,*0901000804601,09-010-0080-46,1713,2-No,CHAMPAIGN COUNTY
EDWARD J TOBIN ELEM SCHOOL,Illinois,2-No,2-No,41.736198,-87.779067,0701611102010,*0701611102010,07-016-1110-02,1703,1-Yes,COOK COUNTY
EDWARDS COUNTY HIGH SCHOOL,Illinois,2-No,2-No,38.376393,-88.067604,2002400100005,*2002400100005,20-024-0010-26,1715,2-No,EDWARDS COUNTY
EDWARDS ELEM SCHOOL,Illinois,2-No,2-No,41.805234,-87.725578,1501629902185,*1501629902185,15-016-2990-25,1704,1-Yes,COOK COUNTY
