"schoolid" "black11" "size11" "lep11" "lowinc11" "rwarn" "rbelow" "rmeet" "rexceed" "mwarn" "mbelow" "mmeet" "mexceed" "rwarnp" "rbelowp" "rmeetp" "rexceedp" "mwarnp" "mbelowp" "mmeetp" "mexceedp" "latitude" "longitude" "dmin" "dmax" "rad1" "rad2" "rad5" "rad10" "rmex11" "mmex11" "rmex09" "mmex09"
"1571" 2504100202001 0.6 289 0 37.7 2.8 30.6 61.1 5.6 0 13.9 80.6 5.6 0 18.5 55.6 25.9 0 0 70.4 29.6 38.439078 -88.940116 67.3241657724033 273.344026658648 0 0 0 0 66.7 86.2 81.5 100
"1572" 2504100302001 0.7 259 0 38.5 3.8 30.8 46.2 19.2 0 7.7 76.9 15.4 2.7 43.2 37.8 16.2 5.4 27 64.9 2.7 38.433454 -88.867421 71.2597844837685 273.067208905315 0 0 0 0 65.4 92.3 54 67.6
"1573" 2504100402001 1.1 310 0 38.3 0 17.6 55.9 26.5 0 8.8 67.6 23.5 3.1 9.4 53.1 34.4 0 6.3 65.6 28.1 38.32906 -89.03461 64.33775272438 281.744442700396 0 0 0 0 82.4 91.1 87.5 93.7
"1575" 2504100502002 0 54 0 52.7 3.8 26.9 57.7 11.5 0 15.4 84.6 0 0 35.7 35.7 28.6 7.1 14.3 71.4 7.1 38.262594 -88.789292 78.4108450810291 284.099494963223 0 0 0 0 69.2 84.6 64.3 78.5
"1576" 2504100602001 2.9 33 0 75.7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 38.43788 -89.093715 59.2094691544042 274.990038973924 0 0 0 0 NA NA NA NA
"1577" 2504100702001 2.4 88 0 37 0 12.5 75 12.5 0 0 87.5 12.5 0 6.3 68.8 25 0 12.5 68.8 18.8 38.25717 -88.870392 74.3904685866035 285.120180036656 0 0 0 0 87.5 100 93.8 87.6
"1578" 2504100802001 0.9 78 0 65.5 9.1 36.4 27.3 27.3 0 36.4 45.5 18.2 9.5 52.4 23.8 14.3 0 42.9 47.6 9.5 38.1478 -88.9056 75.6074757866356 292.882581139024 0 0 0 0 54.6 63.7 38.1 57.1
"1579" 2504101202001 1.7 21 0 48.3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 38.264 -88.94862 70.2521025758439 285.340730980645 0 0 0 0 NA NA NA NA
"1580" 2504107902001 0 242 0 41.8 0 8.3 66.7 25 0 4.2 75 20.8 0 13 43.5 43.5 4.2 0 62.5 33.3 38.32822 -88.86623 73.0544599600939 280.235751440135 0 0 0 0 91.7 95.8 87 95.8
"1582" 2504108002002 32.1 256 0 81.4 0 40 46.7 13.3 3.7 23.5 59.6 13.2 3.8 35 41.4 19.7 2.5 18.5 62.4 16.6 38.309883 -88.9349 69.8836793358904 282.090449355373 0 0 0 0 60 72.8 61.1 79
"1584" 2504108202001 8.5 125 0 73.8 0 20 66.7 13.3 0 0 66.7 33.3 0 27.3 54.5 18.2 0 0 72.7 27.3 38.28022 -88.91036 71.8093084799102 283.891754785756 0 0 0 0 80 100 72.7 100
"1585" 2504109902001 3.7 18 0 33.3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 38.445104 -88.75681 77.0066984183616 271.366891562684 0 0 0 0 NA NA NA NA
"1586" 2504111402001 0.3 280 0 53.8 3 12.1 63.6 21.2 0 3 87.9 9.1 2.7 21.6 40.5 35.1 0 16.2 70.3 13.5 38.324065 -88.742527 79.5791271697311 279.543658679934 0 0 0 0 84.8 97 75.6 83.8
"1592" 2603431602003 0.8 198 0 34.9 0 17.2 55.2 27.6 0 10.3 69 20.7 3.3 3.3 53.3 40 0 10 70 20 40.354586 -91.427432 57.829171730961 226.251000474025 0 0 0 0 82.8 89.7 93.3 90
"1594" 2603431702005 1.1 231 2.6 53.5 0 24 40 36 0 10 76 14 2.2 13.3 51.1 33.3 0 13.3 64.4 22.2 40.410649 -91.135152 46.277991210521 211.168864651548 0 0 0 0 76 90 84.4 86.6
"1596" 2603432502002 0 137 0 61.4 0 22.2 38.9 38.9 0 5.6 61.1 33.3 0 13.6 50 36.4 0 0 63.6 36.4 40.550813 -91.379344 62.3513603840707 217.226868298005 0 0 0 0 77.8 94.4 86.4 100
"1597" 2603432702002 0 185 0 58.5 0 4.8 85.7 9.5 0 4.8 81 14.3 0 5.3 73.7 21.1 0 0 68.4 31.6 40.625268 -91.156067 56.9578477366836 204.486460279195 0 0 0 0 95.2 95.3 94.8 100
"1599" 2603432802004 0.8 322 0 40.9 0 34.1 51.2 14.6 0 12.2 70.7 17.1 2.3 16.3 46.5 34.9 0 11.6 51.2 37.2 40.392314 -91.331239 54.3937960915453 220.572958936084 0 0 0 0 65.8 87.8 81.4 88.4
"1601" 2603433702006 0 283 0 64.4 0 25.8 38.7 35.5 0 19.4 54.8 25.8 3.2 22.6 45.2 29 0 12.9 51.6 35.5 40.237643 -91.064616 37.0733674366185 214.844542847076 0 0 0 0 74.2 80.6 74.2 87.1
"1603" 2603434702005 0.7 112 0 50.3 0 20 56 24 0 0 64 36 0 26.1 47.8 26.1 4.3 0 60.9 34.8 40.584248 -90.973255 48.6325089139024 197.607281614271 0 0 0 0 80 100 73.9 95.7
"1606" 2606210302001 0 69 0 41.1 0 6.7 40 53.3 0 0 80 20 0 5.3 52.6 42.1 0 5.3 63.2 31.6 40.55833 -90.672854 39.5309444027821 185.258708355802 0 0 0 0 93.3 100 94.7 94.8
"1607" 2606210302002 0 133 0 48.3 0 15.6 50 34.4 3.1 9.4 56.3 31.3 5.3 31.6 52.6 10.5 0 5.3 84.2 10.5 40.422542 -90.792101 34.0012758860679 195.737975899774 0 0 0 0 84.4 87.6 63.1 94.7
"1610" 2606217002003 0.2 402 0 55.1 0 37.7 47.5 14.8 0 16.4 68.9 14.8 1.5 36.8 50 11.8 1.5 20.6 64.7 13.2 40.5571 -90.501025 37.4275304092619 178.036660983244 0 0 0 0 62.3 83.7 61.8 77.9
"1614" 2606218502008 7.5 331 0.5 44.5 0.8 16.8 36 46.4 3.2 8 51.2 37.6 0 7.5 46.7 45.8 0.8 10.8 43.3 45 40.452125 -90.659422 32.4254946358964 189.058380455078 0 0 0 0 82.4 88.8 92.5 88.3
"1617" 2703623502001 0.3 352 0 55.4 0 11 56.2 32.9 0 0 71.2 28.8 0 18.7 54.7 26.7 0 5.3 66.7 28 40.849394 -90.900655 62.6373027972597 185.415168420571 0 0 0 0 89.1 100 81.4 94.7
"1624" 2709430402001 0 202 0.4 37.2 0 6.1 78.8 15.2 0 0 81.8 18.2 1.9 20.8 56.6 20.8 0 11.3 75.5 13.2 41.062796 -90.562453 72.5128121838758 169.934923162297 0 0 0 0 94 100 77.4 88.7
"1625" 2709430402002 0 137 0 52.3 0 8.7 30.4 60.9 0 4.3 43.5 52.2 0 18.5 48.1 33.3 0 11.1 77.8 11.1 40.942984 -90.748371 66.1049218367026 175.417627336717 0 0 0 0 91.3 95.7 81.4 88.9
"1626" 2800601702001 0 49 0 36 NA NA NA NA NA NA NA NA 0 26.7 53.3 20 0 0 73.3 26.7 41.55759 -89.460133 49.0221888207056 206.176480831815 0 0 0 0 NA NA 73.3 100
"1627" 2800608402001 6 46 0 34.9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 41.427054 -89.365081 56.3115260348319 198.327840186575 0 0 0 0 NA NA NA NA
